FACILITY,PRODUCT,PRODUCT_DESCRIPTION,PRODGROUP1,PRODGROUP2,PRODGROUP3,LEN
A48,P54UXSAV A C 5M QYHFB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 4S QYHYB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 4S QYJ1B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 4S QYJ4B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5M QY65B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5M QYHHB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV   C 5M QY3AB,ADLS881_EVS,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSAV A C 5M QYL1B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSAV A C 5S QY5RB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSAV A C 5S QYHHB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSAV A C 5S QYHQB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5M QYJ1B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5M QYK7B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5M QYKXB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5S QYEHB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV A C 4M QYHJB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5S QYHJB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5S QYHNB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5S QYJ4B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 4M QY65B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV A C 4M QYJ4B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV A C 4M QYK7B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV A C 4S QYEHB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54RXMFV B H AF     B,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMMV B H AF     B,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMMV B H KF     B,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P58HXMBV B H 4M RL5VB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMBV B H 4M RL5WB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMBV B H 4M RL5XB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMBV B H 4M RL63B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMBV B H 4T RL5XB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSFV B C CC     B,ADLS881_C2_1F_CSO,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSBV B C 4N RL4LB,ADLS881_C2_1F_CSO,HDMX,8PALDERLKD,ADLS881,21
A48,P58HXMBV B H 5N RL5TB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMBV B H 5N RL5WB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMBV B H 5N RL60B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMBV B H 5N RL64B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 4M RL5UB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSFV B C 4N RL4PB,ADLS881_C2_1F_CSO,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSFV B C 4N RL4VB,ADLS881_C2_1F_CSO,HDMX,8PALDERLKD,ADLS881,21
A48,P58HXMFV B H 4S RL62B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 4T RL5YB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 4T RL65B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 4T RL68B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 5N RL5UB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 5N RL5YB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 5N RL64B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMSV B H 5N QYVNB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMSV B H 5N QYVQB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV B H 5N QYVSB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV B H 5N QYVUB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMFV B H 5N RL68B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H KF     B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMSV B H KF     B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMFV B H 5N QYVXB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4M RL5UB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4M RL5VB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4M RL68B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4S RL60B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4S RL62B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4S RL64B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4T RL5UB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4T RL5ZB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 5N RL5UB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54JXSAV A C 5N QYHXB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSAV A C 5N QYMFB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSBV A C 4N QYMJB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSFV A C 4N QYHXB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSFV A C 4N QYMHB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P58HXMMV B H 5N RL64B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 5N RL66B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMSV B H 4M RL5WB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMSV B H 4M RL66B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54JXSFV A C KF     B,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSMV A C 4N QYHWB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P58HXMSV B H 4S RL66B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMSV B H 4T RL64B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54JXSSV A C 5N QYMHB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P58HXMSV B H 5N RL5VB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMSV B H 5N RL5ZB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMSV B H 5N RL62B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54JXSAV A C 5M QYHXB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P58HXMAV B H 4M RL5YB,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMAV B H 4S RL60B,ADLS601_H2_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54JXSBV A C 4S QYHXB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSBV A C 5M QYMJB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSMV A C 4M QYHXB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSMV A C 4S QYMGB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54JXSMV A C 5M QYMGB,ADLS881_IOTG_C1 QS_Setup,HDMX,8PALDERLKD,ADLG881,21
A48,P54HXMFV B H 4T QYVNB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMFV B H 4T QYVXB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMFV B H 5M QYVJB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMFV B H 5M QYVPB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMFV B H 5M QYVVB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSAV B C AF     B,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSSV B C KF     B,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSAV A C 5Q QY5UB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSAV A C 5Q QYHHB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSAV A C 5Q QYJ2B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 4S QY5UB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 4S QY65B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 4S QY66B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 4S QYHXB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 4S QYJ2B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMMV   G 4R     B,ADLS601_ES2_4R_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMSV   G 4R     B,ADLS601_ES2_4R_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV   G KF     B,ADLS601_ES2_4R_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMBV   G KF     B,ADLS601_ES2_4R_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMSV   G KF     B,ADLS601_ES2_4R_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54UXSAV A C AF     B,ADLS881_C1_QS,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C AF     B,ADLS881_C1_QS,HDMX,8PALDERLKD,ADLS881,21
A48,P58JXSAV A C AF     B,ADLS881_C1_QS,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSMV A C AF     B,ADLS881_C1_QS,HDMX,8PALDERLKD,ADLG881,21
A48,P54UXSBV A C 4R     B,ADLS881_C1_QS,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV B C AF     B,ADLS881_C2 Assy only_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMFV B H AF     B,ADLS601_H2,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMFV   G 5M QYGCB,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV   G 4M QYGDB,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV   G 4M QXW2B,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV   G 4M QY4RB,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV   G 5M QXW3B,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMBV   G 4M QXW2B,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMBV   G 4M QYGEB,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMMV   G 4M QY4RB,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMSV   G 5M QY4PB,ADLS601_ES2_Setup,HDMX,8PALDERLKD,ADLS601,21
A48,P54UXSMV A C BF QYJ3B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58RXMAV B H 4M RL6RB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMAV B H 4M RL6SB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMFV B H 5N RL63B,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMFV B H 5N RL6RB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMMV B H 4S RL6RB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMMV B H 4T RL6PB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMMV B H 5N RL6TB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMSV B H 4M RL6RB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58JXSBV B C 5N RL6BB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSBV B C 5N RL6DB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSBV B C 5N RL6EB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58RXMSV B H 4M RL6SB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMSV B H 4S RL6RB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMSV B H 4S RL6UB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58JXSBV B C 5S RL6CB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSFV B C 4N RL6BB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSFV B C 4N RL6CB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSFV B C 4S RL6BB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSFV B C 4S RL6CB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSFV B C 5S RL6CB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSMV B C 4N RL4WB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSMV B C 5S RL4WB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSSV B C 5N RL6BB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSBV B C KF     B,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSAV B C 4S RL6CB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSAV B C 5N RL6CB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSAV B C 5N RL6DB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSAV B C 5S RL6BB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSAV B C 5S RL6CB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSBV B C 4N RL4VB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSBV B C 4N RL4WB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58JXSSV B C 5S RL6BB,ADLS881_C2_IOTG_ PRQ,HDMX,8PALDERLKD,ADLG881,21
A48,P58RXMMV B H AF     B,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMAV B H 4T RL63B,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMAV B H 4T RL6PB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMBV B H 4M RL6VB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMBV B H 4S RL6TB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMBV B H 4T RL6RB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMBV B H 4T RL6VB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMBV B H 5N RL63B,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMFV B H 4M RL63B,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMFV B H 4M RL6TB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMFV B H 4S RL6TB,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P58RXMFV B H 4T RL63B,ADLS601_H2_IOTG_PRQ,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMMV B H 4M QYYSB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P58EXSBV B C 4N RLDDB,ADLS881_C2_CSE_1F,HDMX,8PALDERLKD,ADLS881,21
A48,P54RXMAV B H 5N QYYPB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMAV B H 5N QYYTB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMSV B H 4S QYVSB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMSV B H 4S QYYTB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMSV B H 5N QYYQB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P54RXMSV B H 5N QYYWB,ADLS601_H2_IOTG_QS,HDMX,8PALDERLKD,ADLG601,21
A48,P58EXSSV B C 4N RL4XB,ADLS881_C2_1F_FC,HDMX,8PALDERLKD,ADLS881,21
A48,P58HXMSV B H AF     B,ADLS601_H2_1step_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P58HXMMV B H 4N RL5UB,ADLS601_H2_1step_PRQ,HDMX,8PALDERLKD,ADLS601,21
A48,P54UXSAV A C 5Q QYL2B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV A C 5Q QY5UB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV A C 5Q QY65B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSBV A C 5Q QYHHB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSFV A C 5Q QYJ4B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMFV B H 5M QYVXB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMBV B H 5M QYVSB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMBV B H 5M QYVWB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSAV B C 4M RL4KB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSAV B C 4M RL4LB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSAV B C 4M RL4PB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSFV A C 5Q QYKXB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5Q QYHJB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5Q QYHXB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5Q QYJ2B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5Q QYJ3B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMFV B H 4S QYVNB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSAV B C 5M RL4MB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSAV B C 5M RL4NB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSAV B C 5M RL4UB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5Q QYJ4B,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSMV A C 5Q QYKYB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 5Q QYHFB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 5Q QYHHB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54UXSSV A C 5Q QYHWB,ADLS881_C1 QS_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMMV B H KF     B,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSAV B C 5S RL4NB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSAV B C 5S RL4PB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSBV B C 4M RL4HB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSBV B C 4M RL4TB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSBV B C 4M RL4WB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMAV B H 4R     B,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMFV B H 4R     B,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSBV B C 4S RL4MB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSBV B C 4S RL4QB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSBV B C 4S RL4UB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSBV B C 5M RL4NB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMMV B H 4M QYVLB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSBV B C 5S RL4VB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMMV B H 4S QYVUB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMMV B H 4T QYVLB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMMV B H 5M QYVHB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSFV B C 4M RL4TB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSFV B C 4S RL4QB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSFV B C 4S RL4RB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMAV B H 4M QYVLB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMMV B H 5M QYVMB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMMV B H 5M QYVNB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMSV B H 4M QYVMB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMSV B H 4M QYVPB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P58EXSFV B C 5M RL4MB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSFV B C 5M RL4TB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSFV B C 5S RL4RB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P58EXSFV B C 5S RL4UB,ADLS881_C2 PRQ_Setup,HDMX,8PALDERLKD,ADLS881,21
A48,P54HXMAV B H 4M QYVTB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
A48,P54HXMAV B H 4M QYVVB,ADLS601_H2_QS,HDMX,8PALDERLKD,ADLS601,21
